,playername,rating,rd,kills,deaths,assists,earned gpm
98,Angel,1658.9925323447565,69.85082896827925,3.393548387096774,1.8774193548387097,6.458064516129032,255.2494916129032
99,SwordArt,1763.1651973604085,50.646997400302524,0.6666666666666666,2.8465608465608465,8.603174603174603,108.50058677248677
100,Bin,1786.1727773618074,47.156923215015446,3.2475728155339807,2.6893203883495147,5.223300970873787,272.7552946601942
101,Photic,1525.599264433405,79.48875496223467,3.838709677419355,2.043010752688172,5.548387096774194,295.9931161290322
102,Karsa,1803.6406101807077,52.65543571168527,2.806122448979592,2.3979591836734695,7.709183673469388,217.3603841836735
103,knight,1805.4651386421804,52.13926010340838,4.661764705882353,1.7696078431372548,6.455882352941177,298.78592107843133
104,QiuQiu,1529.89591317225,88.7008403094773,0.8723404255319149,3.2127659574468086,7.957446808510638,109.61236170212766
105,369,1818.6666091197694,51.77767597223191,2.910377358490566,2.44811320754717,6.1415094339622645,265.57203301886796
106,Elk,1706.5899171261394,49.366464757311114,4.688442211055277,2.472361809045226,5.633165829145729,314.75589396984924
107,beishang,1592.1766846662144,70.37015709295595,3.085526315789474,2.1184210526315788,7.046052631578948,222.58428618421055
108,Jett,1535.6890099720415,47.05215103570257,4.173076923076923,2.3141025641025643,5.435897435897436,300.7519211538462
109,MISSING,1746.6045775439775,51.45948110684031,0.8223350253807107,3.0609137055837565,9.126903553299492,112.45847817258883
110,Morgan,1422.8216619473594,35.95999833831965,2.060052219321149,2.5013054830287205,4.386422976501305,243.05938328981722
111,Betty,1669.3380115221826,43.1567943039825,4.419580419580419,1.7202797202797202,5.174825174825175,305.0669951048951
112,XLB,1556.6354218877914,79.42675038553085,2.7954545454545454,2.5113636363636362,6.5227272727272725,192.28287272727275
113,Xiaohu,1805.455808667137,49.250663850650746,3.6406926406926408,2.406926406926407,6.636363636363637,281.9442792207792
114,Ming,1819.2774240439549,57.68934814511117,0.9018691588785047,2.7242990654205608,9.799065420560748,118.0703093457944
115,Langx,1583.1178465087678,71.37968098250737,2.276315789473684,2.4342105263157894,5.480263157894737,243.2207335526316
116,Yamato,1449.5420261510667,102.09819421656644,4.264705882352941,2.7941176470588234,4.676470588235294,305.7980058823529
117,Maat,1462.486922829372,101.9199749379966,1.8823529411764706,4.411764705882353,6.176470588235294,170.05111176470587
118,Burnie,1315.2472058629312,130.14844984169068,2.5625,2.5625,6.0,222.0579125
119,Feedarias,1517.4597366307062,58.45967559716329,1.0490196078431373,3.3333333333333335,8.696078431372548,113.05388725490195
120,Sl4shD,1476.3745379059026,59.827016389269,2.489795918367347,2.7244897959183674,4.63265306122449,241.03228571428573
121,Pyton,1284.3782405879574,93.11671943572343,3.073170731707317,2.926829268292683,4.536585365853658,257.6333
122,Furyy,1275.5356462766815,134.55766785860195,1.625,4.125,5.5,151.04516875
123,Supershoto,1332.4414699991976,141.9085171682143,3.142857142857143,3.4285714285714284,4.142857142857143,203.51217142857143
124,TicTac,1302.8227228278145,142.02036230949426,0.5714285714285714,4.0,7.214285714285714,86.46911428571427
125,Renas,1275.338703261338,88.2443625328272,2.4901960784313726,3.0392156862745097,3.764705882352941,230.81566666666666
126,Afm,1412.4383664166078,55.671473871285116,3.861788617886179,2.008130081300813,5.642276422764228,279.2801804878049
127,Own3r,1622.9755765152113,46.38576964367215,4.005208333333333,2.359375,7.286458333333333,238.63128489583335
128,Xaky,1597.1452315921226,69.16768201846904,3.9456521739130435,1.7173913043478262,6.0,271.95947065217393
129,Joo,1621.8741947487151,62.11012795263331,0.9824561403508771,2.6403508771929824,10.342105263157896,112.88885789473684
130,Truklax,1535.2148854330617,82.80260770256011,2.4375,2.125,5.3125,247.94705468749999
131,Worst,1546.745797300153,41.71416049344541,4.260869565217392,1.9468599033816425,5.956521739130435,294.894015942029
132,ReAt1vo,1605.9731320844792,81.31546748845794,3.056338028169014,3.0704225352112675,7.661971830985915,215.49319859154932
133,Blizz,1633.506450893312,70.42812569801657,3.957894736842105,2.3473684210526318,5.947368421052632,259.40851263157896
134,Slayer,1442.2977315091841,45.128006391130484,2.7577639751552794,2.8819875776397517,8.043478260869565,200.09425341614906
135,Hollow,1526.4589663119234,78.76050109615392,4.256410256410256,2.0641025641025643,4.871794871794871,282.4563794871795
136,Ray,1530.4783390986868,69.88811607547775,3.21875,2.984375,5.15625,271.3975625
137,Mart,1568.5344423016952,55.038777777300616,3.3142857142857145,3.4285714285714284,6.580952380952381,205.24050666666665
138,RapMonsters,1283.7912220795315,58.87252219703359,2.6555555555555554,2.8555555555555556,4.566666666666666,230.17190333333335
139,Migas,1478.3542559470197,95.7779081256528,0.6,2.7,8.35,89.0797375
140,Davidao,1316.0931186480457,139.9571140785223,2.642857142857143,3.0,4.571428571428571,224.29609285714287
141,Aeon,1538.0915411595693,43.55540343677384,4.12707182320442,2.303867403314917,5.9502762430939224,286.3280486187845
142,Travanques,1655.5752176256485,90.80180709450362,3.0425531914893615,2.234042553191489,6.042553191489362,215.9066255319149
143,NOMA,1614.8348570923406,42.89547142894849,3.23963133640553,2.493087557603687,6.368663594470046,261.07250368663597
144,Calmsky,1545.351939797124,43.725838222245436,1.158878504672897,3.383177570093458,9.411214953271028,121.32017710280374
145,F4rg,1458.9877439053264,53.82459915280681,2.5,3.037313432835821,5.2164179104477615,258.30463358208954
146,Lostboy,1457.452891445371,126.57838087389337,2.789473684210526,3.473684210526316,4.052631578947368,261.6237578947368
147,BAKAKO,1316.5979665402679,81.92685228190058,1.826086956521739,3.5869565217391304,4.869565217391305,171.26249130434783
148,Kaxe,1425.0808712560133,131.3857569965092,2.0555555555555554,3.8333333333333335,3.7777777777777777,190.13191666666665
149,Kirin,1445.9206693207614,127.59647949384899,0.8421052631578947,4.7894736842105265,6.157894736842105,86.31125263157895
150,Eric,1449.8545714825052,74.06750642063695,3.603960396039604,2.6534653465346536,4.623762376237623,288.3613792079208
151,Korts,1360.1754350263764,109.07203605158251,3.5,3.1785714285714284,6.392857142857143,263.08325
152,Kaiba,1367.6872907349623,108.28405006323925,3.7142857142857144,3.5357142857142856,6.892857142857143,191.91336071428572
153,kyuu,1332.4709122806946,220.4620223382565,3.5,3.0,4.0,207.37135
154,Obstinatus,1631.105074713204,42.76915614474035,0.832258064516129,3.638709677419355,10.864516129032259,116.34563870967742
155,DiggerWacks,1412.8389331330206,133.5452772505352,2.625,4.125,6.4375,188.78364375
156,Aix,1687.0894307265457,80.48867710353299,3.0428571428571427,2.0285714285714285,6.885714285714286,218.55040857142856
157,Twila,1342.167527340859,81.62139188385947,2.289473684210526,2.973684210526316,4.881578947368421,238.2702842105263
158,L0ckie,1677.7635705818657,73.26099871954798,4.891304347826087,2.989130434782609,7.315217391304348,291.3447597826087
159,Lunny,1509.3232136416925,123.18975537340411,5.181818181818182,5.2727272727272725,6.5,218.77865
160,Jimsnop,1386.3715769680598,59.015695366616406,3.6987951807228914,3.3012048192771086,5.554216867469879,259.9632024096386
161,Tranquil,1245.0390282630578,148.1152458206094,2.2,5.5,7.1,185.68299
162,Suren,1417.1333791424859,65.0009717961356,3.1320754716981134,4.0754716981132075,4.943396226415095,249.43485849056606
163,Ardenein,1462.5968152569947,98.06331980995486,4.666666666666667,3.3333333333333335,7.888888888888889,270.76683333333335
164,YaphetS,1400.124736486658,238.68178318453928,3.0,3.3333333333333335,6.333333333333333,177.39693333333332
165,Deluxe,1577.1969461039773,78.51068530481557,4.563380281690141,3.8309859154929575,6.788732394366197,272.2094169014085
166,Lowzy,1572.1711240077755,188.0485251641388,2.1666666666666665,2.8333333333333335,6.0,201.38815
167,Compultion,1437.9109382098409,132.1574138253459,5.133333333333334,4.266666666666667,2.933333333333333,259.85422
168,Bananitoo,1654.559043298305,39.279494756500355,3.3621399176954734,2.9012345679012346,8.497942386831276,216.80260658436214
169,DahVys,1540.9674639166317,57.355055546294075,3.4166666666666665,2.9642857142857144,6.630952380952381,220.05369761904763
170,Siler,1529.0000537668004,59.20905598463349,3.4468085106382977,2.276595744680851,5.25531914893617,280.5138
171,WildPanda,1524.2567796524534,157.00613285049766,1.9090909090909092,4.7272727272727275,10.909090909090908,119.15192727272728
172,Tanacce,1510.5490012901275,139.16453244370553,4.214285714285714,4.142857142857143,8.428571428571429,246.0899642857143
173,AxeL,1533.513444067211,98.15964939943697,4.17948717948718,2.7948717948717947,5.17948717948718,283.43991025641026
174,Nikolex,1576.2879258690793,49.05429975020082,3.3642384105960264,3.8741721854304636,7.920529801324503,216.19061523178806
175,Rogue,1489.8884317152338,60.3067029305022,1.2781456953642385,3.225165562913907,8.410596026490067,123.50707615894041
176,Mafra,1597.468151597568,118.24449508027328,0.8695652173913043,3.0434782608695654,6.782608695652174,100.97859565217392
177,KingMagnus,1386.7782807937485,142.49891284726027,1.9090909090909092,3.8181818181818183,5.2727272727272725,202.65849090909094
178,Rago,1500.0,194.91520657819024,6.666666666666667,2.8333333333333335,5.166666666666667,319.5277
179,Rybson,1647.001473522767,131.29392087002012,4.555555555555555,2.888888888888889,10.38888888888889,228.45843333333335
180,Sveronis,1487.8183343947894,117.65977237415748,4.863636363636363,3.1818181818181817,5.636363636363637,252.46733636363635
181,Sanity,1580.0458362978459,56.110548309524376,0.7986577181208053,3.3959731543624163,10.624161073825503,107.48452281879194
182,IceBreaker,1558.007885243393,46.602182261764604,2.775147928994083,3.485207100591716,6.402366863905326,248.77597159763312
183,Gagai,1542.7721941857053,68.17099816416638,4.132743362831858,3.1327433628318584,5.84070796460177,294.2481628318584
184,Appen,1591.6218198068252,95.14499730772667,4.375,2.6875,6.833333333333333,237.09334583333336
185,Pun1sher,1672.3200621543033,83.29000473973896,5.0144927536231885,3.0,5.478260869565218,299.75406086956525
186,Forsaken,1663.0100968519773,87.91634643138772,0.7291666666666666,3.1875,10.0625,107.53310416666666
187,Delitto,1518.0389775541537,78.4677920203469,2.656716417910448,3.5223880597014925,7.388059701492537,222.60267910447763
188,Druxy,1405.3825084069267,81.76330048524311,3.7,2.925,5.15,270.6476625
189,Dest1ny,1286.6834042989099,171.17103195776141,3.888888888888889,5.222222222222222,6.555555555555555,200.25232222222223
190,J0J0C,1526.8767143547718,61.006987479416,5.091666666666667,3.533333333333333,5.683333333333334,284.75542
191,Nassic,1354.5200719363324,212.57597933232574,1.2,4.2,7.6,97.73664
192,WouLou,1587.430422863251,71.54137602268489,3.0294117647058822,3.8333333333333335,6.598039215686274,241.5178843137255
193,Scripter,1169.8948796730501,95.42269843329042,3.96875,3.71875,3.65625,270.387728125
194,Fitty,1454.6940846248322,125.23970139742555,2.1666666666666665,5.111111111111111,8.277777777777779,161.6984111111111
195,Specialkey,1242.5853009135242,193.04869448498764,3.0,5.142857142857143,4.142857142857143,214.78375714285716
196,Soap,1342.8839582379303,94.70262700071669,1.121212121212121,3.9393939393939394,8.181818181818182,105.89155454545454
197,Maxibillion,1464.4260886222592,87.80836492691681,2.2888888888888888,3.511111111111111,6.2,188.85259333333335
198,Saitam,1354.5692144047237,112.25762090337052,3.5,3.4615384615384617,5.769230769230769,238.2611923076923
199,Findus,1356.5308402894832,111.84803625816444,2.6538461538461537,4.576923076923077,8.0,181.87598461538462
200,Taz,1316.4574328506403,110.47461462608021,3.3703703703703702,3.888888888888889,5.407407407407407,233.88355185185188
201,Ioni,1336.1750223134968,107.49759232640218,1.1851851851851851,3.4074074074074074,8.25925925925926,113.05244814814814
202,KeABambi,1240.4198339525033,108.07354585580029,2.269230769230769,3.269230769230769,4.3076923076923075,197.55341538461536
203,Kawamel,1308.5603567597768,124.40644307147149,2.0,3.1578947368421053,5.578947368421052,214.07150000000001
204,Shamber,1471.222071085636,115.73042065892616,3.16,3.28,6.36,216.216824
205,NoXe,1259.9032453541174,121.8490259727266,3.5,3.8333333333333335,5.388888888888889,242.77457777777778
206,Mirai,1294.0514755176887,120.56945649819903,1.105263157894737,2.526315789473684,6.842105263157895,93.44658421052632
207,Aristo,1392.3473710285152,69.69435328122916,2.638888888888889,3.388888888888889,5.736111111111111,241.20248472222224
208,Peco,1630.799910634038,38.25282783099273,4.48,2.915,5.785,298.640575
209,dibu,1638.9145835672407,72.3489945030749,3.9591836734693877,3.295918367346939,7.479591836734694,222.63697244897958
210,Night,1768.3132137717034,81.90382025836018,4.746987951807229,2.5903614457831323,6.240963855421687,300.1780349397591
211,Saviour,1519.6296407496577,56.01563646869672,1.0072463768115942,3.420289855072464,9.492753623188406,113.0471652173913
212,Phoenix,1699.342206272681,83.65269118899316,3.0128205128205128,2.7435897435897436,6.602564102564102,249.4782858974359
213,Slyv3r,1430.5098885706195,45.608255136595886,3.3205128205128207,2.7948717948717947,6.314102564102564,254.1444903846154
214,Valyrian,1591.8921399520264,93.91648000782502,3.8461538461538463,3.8974358974358974,6.512820512820513,225.5993512820513
215,Dragflick,1534.1320650927564,98.36695641190882,3.935483870967742,3.225806451612903,5.709677419354839,256.106664516129
216,Drawleks,1666.1780882545527,107.18820654009679,1.1935483870967742,4.0,10.96774193548387,119.67511290322581
217,Tobi4,1460.5821892409353,75.78472764120329,2.63265306122449,3.2448979591836733,6.795918367346939,231.71611428571427
218,Lifeless,1267.7535325179797,146.65748612204044,3.9166666666666665,2.8333333333333335,4.333333333333333,254.9279333333333
219,Mussiah,1238.1939014339077,138.8234399886306,1.6428571428571428,4.571428571428571,6.285714285714286,165.3425
220,DreAmZyY,1267.7535325179797,146.65748612204044,4.916666666666667,4.5,3.75,227.37270833333332
221,Vanhoof,1482.1280836816145,119.63812559346168,0.6666666666666666,3.142857142857143,8.238095238095237,94.49474285714285
222,Robba,1627.5959133720114,46.08364504527372,3.1116279069767443,3.027906976744186,5.790697674418604,246.74049023255813
223,Zekakos,1252.6819167554638,263.2878762379663,1.5,6.0,8.0,103.2638
224,Dragneel,1252.6819167554638,263.2878762379663,1.5,7.0,5.5,150.61735
225,Lunar,1392.6565248583506,64.87572058708633,3.9782608695652173,2.891304347826087,4.804347826086956,266.68865217391306
226,kopendowN,1288.1445603006316,156.066690778517,2.5,3.7,8.2,189.50132
227,Seem,1171.988462422989,120.73832133615585,3.25,3.4,3.75,242.30649499999998
228,Gaax,1269.7539808834138,116.78950915543719,0.4090909090909091,3.909090909090909,8.681818181818182,90.71534090909091
229,Tuomari,1373.1559669545352,74.79791600191864,2.610169491525424,3.2542372881355934,5.338983050847458,240.63958135593222
230,Cuest1oN,1507.02518037329,70.68666699332789,4.298701298701299,2.012987012987013,4.2727272727272725,280.5374727272727
231,Xeydon,1376.3020181917411,99.06841532183063,1.56,3.24,5.08,157.96142
232,Filopo,1461.4880316020506,87.60107417999404,3.9591836734693877,2.36734693877551,3.7142857142857144,277.16445918367344
233,Glory,1136.4790721422028,102.9499236640416,0.967741935483871,4.129032258064516,6.612903225806452,93.31968387096774
234,Xowito,1365.2588673096664,120.9335416814154,1.5,2.85,4.55,235.07859
235,Perro,1436.6329547820496,64.9382119482192,3.945945945945946,2.981981981981982,5.954954954954955,272.5200783783784
236,Leigrey,1351.5118296983526,84.31236063461807,1.6,3.433333333333333,6.9,169.70912
237,SyaL,1526.359730422257,55.90183118914109,3.3563218390804597,2.839080459770115,5.310344827586207,249.0276
238,Charlie,1471.7708361529608,90.96344956155662,0.8444444444444444,3.8444444444444446,8.822222222222223,93.67584000000001
239,Manolito,1627.3825194623778,70.95613981990857,2.8653846153846154,2.8653846153846154,6.028846153846154,246.0891028846154
240,S1CKZ,1369.6516994556675,129.34809116064565,3.5294117647058822,2.823529411764706,5.9411764705882355,259.6786411764706
241,Sami,1485.8552666222276,85.45785831006775,2.0384615384615383,2.9038461538461537,6.865384615384615,182.82513076923078
242,BenjiG,1329.9744805217974,128.5185039457081,2.888888888888889,2.3333333333333335,4.388888888888889,233.9734
243,Kyon,1322.298447775624,138.5106889453035,1.0,4.5,5.285714285714286,92.63876428571429
244,Wamu,1583.371115697179,46.75668750981122,3.096045197740113,2.3954802259887007,5.231638418079096,257.546409039548
245,Blazerck,1342.1265891373432,97.38059471017169,4.358974358974359,2.6666666666666665,4.717948717948718,268.82886410256407
246,EXIMUS,1596.7371032063352,63.355885919226736,2.946308724832215,2.6912751677852347,7.785234899328859,208.05899261744966
247,Skeweed,1657.280897797083,166.69399716994062,3.0,3.375,5.125,246.679075
248,Wardian,1441.2959049012754,84.12187262318324,0.7857142857142857,4.196428571428571,8.107142857142858,98.34985535714286
249,Zabat,1471.9044879581957,114.33659634609373,3.0434782608695654,2.652173913043478,5.043478260869565,236.15148695652172
250,Viciun,1642.919221282436,47.60095025722341,4.6,1.9789473684210526,5.994736842105263,302.38411894736845
251,Yhon,1416.4756201858947,125.22690840157728,1.631578947368421,3.210526315789474,7.894736842105263,167.62832631578948
252,Emilia,1404.4544274025347,94.58641394281263,3.3902439024390243,2.5609756097560976,5.121951219512195,243.7890268292683
