,teamname,rating,rd,kills,deaths,assists,ckpm,team kpm
203,Beşiktaş Academy,941.5838607578664,167.07207861921697,12.570093457943925,13.63551401869159,28.822429906542055,0.8117803738317757,0.3908794392523365
204,Galakticos Academy,941.5838607578664,167.07207861921697,13.89795918367347,15.142857142857142,30.989795918367346,0.922219387755102,0.4421836734693878
205,RED Canids,828.5318891293699,138.96404729349987,15.310638297872341,13.361702127659575,35.791489361702126,0.8726919148936171,0.4660714893617021
206,Havan Liberty,1061.8352893033236,202.3513855948643,12.921052631578947,12.342105263157896,28.86842105263158,0.7803605263157894,0.39511315789473683
207,Santos e-Sports,1061.8352893033236,202.3513855948643,15.904761904761905,13.404761904761905,35.142857142857146,0.9412666666666667,0.5265023809523809
208,Team oNe eSports,1061.8352893033236,202.3513855948643,13.4,11.98,31.22,0.754196,0.395446
209,Falkol,1085.5926420048472,209.6665684844751,12.454545454545455,13.242424242424242,26.0,0.7226818181818182,0.3476393939393939
210,Intergalaxy Tigers Gaming,1147.6969649008224,229.8067358506495,10.555555555555555,21.61111111111111,21.944444444444443,1.0829444444444443,0.34470555555555554
211,Royal Youth Academy,1085.443561112325,209.54283879397596,14.333333333333334,17.694444444444443,30.305555555555557,1.0091305555555554,0.4394166666666666
212,SuperMassive Academy,1040.3440555773734,195.5030039030555,15.627118644067796,14.779661016949152,36.40677966101695,0.9530186440677966,0.492135593220339
213,Team AURORA Academy,931.9059415547881,164.77537142672946,13.972972972972974,14.711711711711711,33.009009009009006,0.9062261261261261,0.4346414414414414
214,Fnatic Rising,965.7647267504609,174.6712914210534,16.97345132743363,11.5929203539823,39.07079646017699,0.9310424778761063,0.5678646017699115
215,Enclave,1060.9717083736625,201.61484498568768,12.319148936170214,14.72340425531915,28.02127659574468,0.8456170212765958,0.37489148936170213
216,Phelan Gaming,1249.4578879835499,265.7095375865562,11.428571428571429,16.071428571428573,26.285714285714285,0.8479571428571429,0.3504785714285714
217,Barrage,1006.1380865223557,185.5806236036078,16.12121212121212,14.666666666666666,34.10606060606061,1.0082363636363636,0.5329257575757576
218,NVision Esports,1040.4840405686687,195.52232125159207,14.714285714285714,14.063492063492063,32.44444444444444,0.8712222222222222,0.4400253968253968
219,BT Excel,991.1835418706655,181.49740880948275,16.59090909090909,10.893939393939394,37.015151515151516,0.8593439393939394,0.5282878787878788
220,MNM Gaming,913.696575709127,159.9351445938286,13.892857142857142,16.258928571428573,30.9375,0.9749964285714287,0.4406339285714286
221,Demise,1022.0303501062372,189.96967913146761,12.807692307692308,17.51923076923077,26.673076923076923,0.9411769230769231,0.3969884615384615
222,Full Spectrum,1147.5736059801877,229.69846007663892,19.323529411764707,19.58823529411765,37.73529411764706,1.3169529411764707,0.6413470588235295
223,Robert Morris University Illinois,1249.4578879835499,265.7095375865562,16.09090909090909,23.454545454545453,33.63636363636363,1.4256363636363636,0.5613818181818182
224,Columbia College,1112.7078831165154,217.51590738369546,21.862068965517242,19.137931034482758,44.689655172413794,1.362196551724138,0.7323241379310346
225,First Blood Crusade,1190.9334120795972,244.65920884547472,21.5625,15.6875,41.3125,1.2566125,0.7426
226,Snowman Slammers,1249.4578879835499,265.7095375865562,18.5,15.1875,34.9375,1.1522375,0.636525
227,Aqualix Esports,1337.6891050238826,298.80186945586684,14.666666666666666,24.333333333333332,24.333333333333332,1.2537,0.43196666666666667
228,Grand View University,963.2655164745602,172.33325750068045,16.463917525773194,21.371134020618555,32.06185567010309,1.2934195876288659,0.5535072164948454
229,Supernova,855.101685342724,144.55423827265128,17.11328125,16.28515625,35.69140625,1.119480859375,0.581988671875
230,Orgless,1249.4578879835499,265.7095375865562,26.88235294117647,16.705882352941178,52.411764705882355,1.5547058823529412,0.9966588235294118
231,Team Fish Taco,939.1342901073871,164.97904442513314,16.741666666666667,17.975,33.55,1.2077908333333334,0.5892075
232,DWG KIA,858.7643679882275,147.58559142468744,14.07514450867052,10.280346820809248,32.09826589595376,0.7540604046242775,0.4467994219653179
233,KT Rolster,827.8396962074349,138.38784052923904,12.08411214953271,10.712616822429906,28.852803738317757,0.6986455607476636,0.3728789719626168
234,Gen.G,801.6342591603329,133.3409187123194,13.784679089026914,9.734989648033126,31.472049689440993,0.7378434782608696,0.44041677018633535
235,Split Raiders,952.4569520273702,169.9695780982159,13.627906976744185,15.80232558139535,28.813953488372093,0.9833837209302325,0.4530127906976744
236,Leviathans,1337.6891050238826,298.80186945586684,16.333333333333332,23.333333333333332,39.0,1.179,0.4663333333333333
237,Five Kings,1147.3271990930589,229.48144789786556,17.434782608695652,16.565217391304348,37.32608695652174,1.0899195652173912,0.5533869565217391
238,Team Infamous,1084.641626530267,208.8439014198857,15.08108108108108,22.243243243243242,31.83783783783784,1.2595486486486487,0.4915162162162162
239,PIGSPORTS,1084.4043053184678,208.67106003225922,19.166666666666668,16.952380952380953,39.285714285714285,1.222997619047619,0.6534261904761904
240,Kenty,1113.3818390077167,218.38491663434087,15.564102564102564,15.58974358974359,32.43589743589744,1.0197435897435898,0.5118615384615385
241,Fredit BRION,922.8386883493235,162.5895417205058,10.376190476190477,11.90952380952381,25.409523809523808,0.6683661904761905,0.30651619047619044
242,Seorabeol Gaming,1190.9334120795972,244.65920884547472,12.162790697674419,11.186046511627907,28.72093023255814,0.7291418604651163,0.38174651162790696
243,SeolHaeOne Prince,1085.443561112325,209.54283879397596,9.710843373493976,16.08433734939759,21.457831325301203,0.7981602409638554,0.2848036144578313
244,OZ Gaming,1085.443561112325,209.54283879397596,11.289473684210526,11.513157894736842,25.86842105263158,0.6786749999999999,0.33850263157894733
245,Team Dynamics,1085.443561112325,209.54283879397596,12.057471264367816,11.505747126436782,28.333333333333332,0.7418781609195403,0.3809494252873563
246,Griffin,1085.443561112325,209.54283879397596,9.951807228915662,11.987951807228916,23.216867469879517,0.6514,0.29188554216867474
247,Element Mystic,1085.443561112325,209.54283879397596,11.069444444444445,14.23611111111111,25.47222222222222,0.7973472222222222,0.34325972222222223
248,Jin Air Green Wings,1061.8352893033236,202.3513855948643,12.75,10.93421052631579,29.43421052631579,0.7219289473684211,0.3952
249,ASURA,1190.9334120795972,244.65920884547472,10.647058823529411,12.794117647058824,24.705882352941178,0.7177117647058824,0.30985882352941174
250,Spear Gaming,1146.8087256214187,229.1211748648979,12.830769230769231,14.461538461538462,28.984615384615385,0.8745276923076922,0.4120738461538462
251,Hanwha Life Esports,833.5448416025127,140.02509391748004,11.131147540983607,12.06088992974239,25.901639344262296,0.7202091334894614,0.34667283372365343
252,DetonatioN FocusMe,806.0714706986471,133.94794946259668,15.442953020134228,10.251677852348994,35.53020134228188,0.8411788590604027,0.5154835570469799
253,V3 Esports,861.0020627258824,146.2600364797046,10.69767441860465,13.93953488372093,26.35348837209302,0.7938209302325582,0.33346837209302327
254,AXIZ,881.0103071893129,150.74004422868558,10.66875,15.85,25.9375,0.8343981250000001,0.3241
255,Burning Core,895.5709936437534,154.21816554013617,11.46875,13.4125,26.81875,0.78442375,0.352970625
256,Crest Gaming Act,895.4998085160306,154.26455488495463,11.51764705882353,14.3,27.605882352941176,0.8126823529411765,0.3541305882352941
257,Fukuoka SoftBank HAWKS gaming,854.6359619257554,143.88832212697005,12.61860465116279,10.81860465116279,31.24186046511628,0.7375976744186046,0.4038316279069768
258,Sengoku Gaming,843.51964337287,141.9347043513788,13.16595744680851,11.136170212765958,31.02127659574468,0.7612191489361703,0.42053446808510636
259,Rascal Jester,922.714965333787,162.20778614108548,12.063492063492063,13.214285714285714,31.30952380952381,0.7830825396825397,0.3741912698412698
260,GOEXANIMO,1248.1369507850904,264.49157945855643,14.1,21.6,30.666666666666668,1.1647366666666668,0.44592
261,Zero Six PowerSpike,1249.4578879835499,265.7095375865562,17.666666666666668,16.142857142857142,36.0,1.0883904761904764,0.5748714285714286
262,ANEW Academy,1249.4578879835499,265.7095375865562,18.25,18.833333333333332,39.5,1.147675,0.5607583333333334
263,Vegas Inferno,1249.4578879835499,265.7095375865562,17.153846153846153,20.692307692307693,33.69230769230769,1.2274769230769231,0.5467307692307692
264,LionsCreed Baltics,1337.6891050238826,298.80186945586684,18.333333333333332,23.0,35.55555555555556,1.2892000000000001,0.5731777777777778
265,Issue is Critical,1190.9334120795972,244.65920884547472,19.9375,14.8125,34.375,1.29275,0.7426125
266,Team Secret,843.3942844953817,141.77120693840857,14.590361445783133,14.343373493975903,31.033132530120483,0.9479171686746989,0.4823677710843373
267,Isurus,843.5298404497879,142.04992612033251,13.834782608695653,13.373913043478261,32.61739130434783,0.8330395652173913,0.4235708695652174
268,Infinity Esports,953.7299121052636,171.03820336983227,12.544444444444444,10.344444444444445,28.477777777777778,0.6836355555555556,0.3729588888888889
269,Furious Gaming,868.6381780501899,148.55623316836147,15.207865168539326,12.94943820224719,35.63483146067416,0.8437123595505618,0.4593668539325843
270,All Knights,860.8714879604834,146.25706197615594,12.382857142857143,14.451428571428572,29.52,0.8258474285714286,0.3775
271,Azules Esports,1085.443561112325,209.54283879397596,9.216216216216216,14.108108108108109,18.72972972972973,0.6800216216216216,0.26959459459459456
272,Pixel Esports Club,1085.443561112325,209.54283879397596,8.214285714285714,12.285714285714286,19.714285714285715,0.5792392857142856,0.2293607142857143
273,XTEN Esports,931.8451468035241,164.7335111302365,12.142857142857142,15.032967032967033,28.52747252747253,0.8259604395604396,0.3641142857142857
274,Rainbow7,914.0473235574634,160.36380137942672,12.615942028985508,11.456521739130435,29.297101449275363,0.692713768115942,0.3676152173913043
275,Team 7AM,873.8506195364955,148.4968461240701,15.223076923076922,15.13076923076923,32.784615384615385,0.9887069230769231,0.4965269230769231
276,Timeout Esports Academy,1249.4578879835499,265.7095375865562,14.0,15.555555555555555,27.333333333333332,0.9503222222222223,0.45193333333333335
277,Tundra Gaming,1249.4578879835499,265.7095375865562,13.090909090909092,17.90909090909091,31.636363636363637,0.8722636363636362,0.3605272727272727
278,Absolute Legends Netherlands,1147.425275467698,229.5850787736349,17.11111111111111,12.38888888888889,39.22222222222222,0.8894944444444444,0.52355
279,Unicorns of Love.CIS,933.531475423517,165.94320092402168,16.117117117117118,11.936936936936936,35.234234234234236,0.9471819819819819,0.5516153153153154
280,Vega Squadron,1005.3691226719791,185.18929663052418,9.836363636363636,15.545454545454545,22.181818181818183,0.8248781818181817,0.3112090909090909
281,Dragon Army,1005.3691226719791,185.18929663052418,13.212765957446809,16.361702127659573,30.97872340425532,0.9378361702127659,0.4072787234042553
282,Gambit Esports,1022.1935003258104,190.2235181565302,14.722222222222221,11.11111111111111,32.74074074074074,0.8233166666666667,0.48600925925925925
283,Elements Pro Gaming,1085.443561112325,209.54283879397596,10.566666666666666,15.966666666666667,23.766666666666666,0.8394233333333333,0.32116333333333336
284,CrowCrowd,977.2350827513762,177.30216693599604,13.887323943661972,13.32394366197183,33.098591549295776,0.8353802816901408,0.4277845070422535
285,RoX,1022.0859822264265,190.15647464437674,12.22,15.22,28.24,0.862496,0.371028
286,M19,1190.9334120795972,244.65920884547472,12.6,17.933333333333334,30.666666666666668,0.9995866666666667,0.40365333333333336
287,ahq eSports Club,1061.8352893033236,202.3513855948643,12.6875,10.375,30.765625,0.6885046875,0.3883015625
288,J Team,873.1433273259339,148.66119596471034,14.209205020920502,11.748953974895397,34.05857740585774,0.8346690376569037,0.46818410041841
289,Berjaya Dragons,1005.7660201678054,185.43769347100744,12.653846153846153,14.705128205128204,29.871794871794872,0.8369833333333333,0.38044358974358977
290,Resurgence,1061.66542751918,202.2052567941192,9.21951219512195,14.75609756097561,21.682926829268293,0.7669219512195122,0.28509756097560973
291,Liyab Esports,1022.0859822264265,190.15647464437674,10.761904761904763,17.793650793650794,24.142857142857142,0.9455841269841271,0.3388904761904762
292,Hong Kong Attitude,991.3155881071843,181.56265329386054,11.0,14.439024390243903,26.670731707317074,0.8140829268292683,0.3498341463414634
293,Machi Esports,978.0817577252117,177.9966657202976,14.318840579710145,11.5,32.61594202898551,0.812313768115942,0.46104710144927535
294,Talon Esports,1147.6969649008224,229.8067358506495,13.66,8.62,34.08,0.679912,0.42209
295,Nova Esports,1085.443561112325,209.54283879397596,10.224489795918368,13.244897959183673,24.20408163265306,0.7175632653061225,0.3055040816326531
296,Alpha Esports,1040.2313727491455,195.12381663757245,12.026666666666667,15.186666666666667,26.573333333333334,0.8544066666666666,0.37688933333333335
297,Team Flux,1337.6891050238826,298.6200208354896,11.75,12.75,32.25,0.799425,0.35945
298,Team THRLL Academy,1060.9113541176366,201.2439756265647,16.261904761904763,14.023809523809524,35.023809523809526,1.0123452380952382,0.5447619047619048
299,Obnoxious Gaming,1249.369474296375,265.4244356877148,18.266666666666666,13.333333333333334,37.13333333333333,1.0206733333333333,0.6024866666666667
300,Feint Gaming,1147.4123572163726,229.2609716632622,12.08,13.64,28.36,0.748884,0.351128
301,Vodafone Giants Academy,1147.6969649008224,229.57025652756857,11.357142857142858,18.428571428571427,22.0,0.8945571428571428,0.3264357142857143
302,Kawaii Kiwis,815.3135670898985,136.06852536176592,16.973684210526315,13.48421052631579,36.67368421052632,0.9465073684210527,0.5386384210526316
303,S2V Esports Academy,1040.1347948713985,195.05594532302902,13.035714285714286,17.607142857142858,28.214285714285715,0.9922607142857143,0.412375
304,Astralis SB,924.7019528930025,163.66895244131805,17.5875,11.825,37.875,0.94050125,0.57185375
305,Movistar Riders Academy,924.7019528930025,163.66895244131805,16.25287356321839,13.60919540229885,34.0,0.9303563218390805,0.5128666666666667
306,Killabeez,1147.6969649008224,229.57025652756857,12.857142857142858,16.857142857142858,31.428571428571427,0.8928714285714285,0.37572857142857147
307,Arena Quesito,978.3193931559766,177.8264017588778,13.525423728813559,13.627118644067796,30.203389830508474,0.8372762711864407,0.4126237288135593
308,Europe Saviors Anonymous,1147.6969649008224,229.57025652756857,12.785714285714286,16.0,27.928571428571427,0.8472857142857143,0.37370714285714285
309,100 Thieves Next,931.7512745191133,163.88860051850486,18.87837837837838,13.256756756756756,37.8445945945946,1.1189662162162162,0.6748952702702703
310,Dynasty Academy,1189.8174059402215,243.30579236465599,17.266666666666666,16.133333333333333,40.2,1.0003133333333334,0.5165333333333334
311,Vipers Inc,1337.6891050238826,298.43806140848665,17.833333333333332,21.5,41.166666666666664,1.0929666666666666,0.48679999999999995
312,ASUS ROG ELITE,1061.0870707469458,201.15313382970092,11.588235294117647,19.38235294117647,24.235294117647058,0.9407970588235294,0.3371147058823529
313,Royal Club,1022.1647707330585,189.46658088604644,16.128,15.296,34.768,1.0114159999999999,0.5263519999999999
314,Rogue Warriors Shark,1022.1647707330585,189.46658088604644,13.991869918699187,15.203252032520325,32.34146341463415,0.9181162601626017,0.4388560975609756
315,Victorious Gaming,1147.5545905234524,229.17881896045915,10.59375,19.03125,20.875,1.0201390625,0.35405625
316,Joy Dream,1022.1647707330585,189.46658088604644,14.951612903225806,11.39516129032258,33.306451612903224,0.8671145161290322,0.4924741935483871
317,Young Miracles,1006.0760031148117,184.91404373323877,15.540145985401459,12.963503649635037,34.802919708029194,0.9455467153284671,0.5236569343065693
318,Dominus Esports Young,1147.5545905234524,229.17881896045915,13.868421052631579,13.302631578947368,29.94736842105263,0.8907236842105263,0.4549868421052632
319,FunPlus Phoenix Blaze,1006.1164234596853,184.9911784759997,17.985294117647058,12.213235294117647,40.286764705882355,1.0435551470588234,0.6324
320,eStar Young,1022.1647707330585,189.46658088604644,13.761194029850746,14.462686567164178,30.01492537313433,0.9530529850746269,0.45744029850746265
321,Triumphant Song Gaming,1337.6891050238826,298.43806140848665,8.285714285714286,17.0,17.857142857142858,0.9753,0.3181857142857143
322,Invictus Gaming Young,1006.1164234596853,184.9911784759997,15.485294117647058,9.735294117647058,35.955882352941174,0.8162183823529412,0.5073786764705882
323,V5 87,1022.1647707330585,189.46658088604644,13.303030303030303,14.840909090909092,31.143939393939394,0.9368765151515152,0.436289393939394
324,WanZhen Esports Club,1022.1647707330585,189.46658088604644,12.256198347107437,14.24793388429752,27.834710743801654,0.880513223140496,0.40109999999999996
325,Suning-S,1022.1647707330585,189.46658088604644,14.862903225806452,13.75,34.29032258064516,0.9397129032258065,0.4953701612903226
326,All Combo,1022.1647707330585,189.46658088604644,13.03875968992248,14.550387596899224,29.852713178294575,0.8697217054263566,0.40552093023255814
327,LinGan e-Sports,1147.5545905234524,229.17881896045915,9.5,16.203125,21.546875,0.862515625,0.30941718749999997
328,Legend Esport Gaming,1113.262015230984,217.75289059353761,15.450704225352112,16.887323943661972,32.2112676056338,1.082769014084507,0.524530985915493
329,Vici Gaming Potential,1147.5545905234524,229.17881896045915,15.01388888888889,13.333333333333334,33.34722222222222,0.8930291666666668,0.4799708333333334
330,Oh My Dream,1022.1647707330585,189.46658088604644,14.60655737704918,15.401639344262295,31.83606557377049,0.9734565573770492,0.48208360655737703
331,Shu Dai Xiong Gaming,991.5985622237921,180.97483927309753,15.26530612244898,12.761904761904763,34.91156462585034,0.9473013605442177,0.5284965986394558
332,Team WE Academy,1022.1647707330585,189.46658088604644,16.28125,13.5234375,37.828125,0.95183203125,0.51686640625
333,LGD Gaming Young Team,1006.1164234596853,184.9911784759997,13.3125,14.465277777777779,30.5,0.9237118055555555,0.43668402777777776
334,LNG Academy,1005.6694302786223,184.61913389872535,13.6875,14.8359375,31.40625,0.96703046875,0.46177890625
335,EDG Youth Team,1022.1647707330585,189.46658088604644,13.81021897810219,13.299270072992702,31.78102189781022,0.8728036496350365,0.44755255474452554
336,Bilibili Gaming Junior,1022.1647707330585,189.46658088604644,14.380165289256198,14.074380165289256,31.8099173553719,0.9507190082644629,0.48843223140495867
337,Gama Dream,1337.6891050238826,298.43806140848665,11.3,15.7,28.7,0.83887,0.34342
338,Team Singularity,906.0016864748943,157.8632176365199,11.74766355140187,17.074766355140188,25.72897196261682,0.9461214953271028,0.3720364485981309
339,Aethra Esports Academy,1337.6891050238826,298.25599097205577,10.0,16.5,20.5,0.7925500000000001,0.28975
340,Team Black,1249.4578879835499,265.0955380367867,16.0,13.571428571428571,33.0,0.8848,0.48928571428571427
341,Glorious Gaming,1085.1354033775765,208.54596678800112,13.947368421052632,15.842105263157896,32.36842105263158,0.9144842105263158,0.4221473684210526
342,Empyreans,1249.4578879835499,265.0955380367867,17.857142857142858,29.714285714285715,33.714285714285715,1.5387,0.5385285714285714
343,Maryville University,856.2764525516269,144.80482868745005,17.78798586572438,14.554770318021202,38.109540636042404,1.085182332155477,0.6108098939929328
344,FrostFire,1147.3262148166045,228.81186061998213,19.864864864864863,18.83783783783784,38.432432432432435,1.3589054054054053,0.6955297297297297
345,Dark Matter,1111.259333915831,215.59617510502522,15.0,20.227272727272727,30.045454545454547,1.2441636363636364,0.5237931818181818
346,Charlotte Phoenix,1249.4578879835499,265.0955380367867,19.4,21.733333333333334,39.666666666666664,1.3649533333333332,0.6200333333333333
347,Radiance,1083.689038583575,207.32857889233142,17.603448275862068,17.93103448275862,35.310344827586206,1.2266413793103448,0.5983741379310344
348,Slaughter House,1249.4578879835499,265.0955380367867,13.333333333333334,23.466666666666665,25.4,1.4131066666666667,0.5117266666666667
349,Polar Ace,1190.9334120795972,243.9922578693164,19.24,20.64,38.96,1.244896,0.601236
350,Falkol Academy,1337.6891050238826,298.25599097205577,7.333333333333333,15.333333333333334,16.666666666666668,0.8128000000000001,0.26416666666666666
351,Rensga eSports,952.6719445264492,169.27018386836465,12.695652173913043,15.847826086956522,27.706521739130434,0.9294195652173913,0.4106826086956522
352,ANEW Esports,1113.0247114101194,217.3495863799093,21.0625,15.520833333333334,40.4375,1.2954791666666667,0.7674208333333333
353,Wildcard Gaming,929.0446897411778,161.0588130780459,16.605714285714285,17.537142857142857,36.37714285714286,1.1111691428571429,0.5470360000000001
354,Havan Liberty Academy,1337.6891050238826,298.25599097205577,17.8,17.6,40.8,1.22428,0.6248199999999999
355,Mirage Sport Électronique,1021.6208621616306,189.03049367303456,18.09375,16.604166666666668,38.229166666666664,1.2045510416666667,0.6290291666666666
356,ConViction,988.6039000078875,177.7594935371199,15.884210526315789,18.221052631578946,32.463157894736845,1.2148357894736843,0.5629147368421052
357,Chiefs Academy,1190.9334120795972,243.9922578693164,16.6,16.7,41.2,0.9979799999999999,0.50461
358,UQ Union,1147.6969649008224,229.09656558259562,16.9375,16.75,37.1875,0.90756875,0.46219375
359,Legacy Genesis,1147.6969649008224,229.09656558259562,15.083333333333334,12.833333333333334,37.083333333333336,0.8231666666666667,0.450275
360,RMIT Redbacks,1190.9334120795972,243.9922578693164,14.3,19.9,35.2,0.92979,0.37654
361,QUT Tigers,1147.6969649008224,229.09656558259562,16.0625,16.3125,39.8125,0.9414875,0.46609375
362,Dire Cubs,1147.6969649008224,229.09656558259562,20.4,11.533333333333333,47.46666666666667,0.9949866666666666,0.6602333333333333
363,ORDER Academy,1190.9334120795972,243.9922578693164,12.1,17.1,30.3,0.97973,0.39103
364,Gravitas Academy,1190.9334120795972,243.9922578693164,14.3,18.7,29.5,1.0014699999999999,0.41495
365,UTS Esports,1190.9334120795972,243.9922578693164,15.444444444444445,17.77777777777778,36.0,0.9686666666666667,0.4331111111111111
366,Mammoth Academy,1147.6969649008224,229.09656558259562,14.866666666666667,15.4,28.466666666666665,0.8934533333333333,0.44344666666666666
367,World Class Empyreans,1190.9334120795972,243.9922578693164,16.58823529411765,23.41176470588235,30.058823529411764,1.5183176470588235,0.6296588235294118
368,Mkers,1084.8487797782368,208.26497506858905,14.88,12.56,33.76,0.8748239999999999,0.49269599999999997
369,DayDreamers,1190.9334120795972,243.9922578693164,9.0,17.666666666666668,19.8,0.8881466666666668,0.28944
370,ELaB x EXP,1337.6891050238826,298.25599097205577,5.333333333333333,18.666666666666668,9.666666666666666,0.9630333333333333,0.21293333333333334
371,RunAway,1147.6969649008224,229.09656558259562,11.461538461538462,10.333333333333334,25.28205128205128,0.6556051282051282,0.34418461538461537
372,WhereAreyouFrom,1337.6891050238826,298.25599097205577,9.5,17.5,21.75,0.7049,0.246525
373,Pentanet.GG Rise,1147.6969649008224,229.09656558259562,17.615384615384617,16.0,39.84615384615385,1.0039846153846155,0.5187999999999999
374,Anorthosis Famagusta Esports,839.6168372963549,140.06095994728122,16.91869918699187,14.178861788617887,36.922764227642276,1.018527642276423,0.5597910569105691
375,Game Changers,1249.4578879835499,264.890555251027,18.52173913043478,15.304347826086957,37.73913043478261,1.0621,0.5898478260869565
376,Rejects Gaming,1113.2545213839053,217.25286694939803,13.064516129032258,20.322580645161292,26.225806451612904,1.117158064516129,0.4183548387096774
377,ODIN Gaming,1084.9492095121552,208.0200228101351,10.666666666666666,14.911111111111111,24.511111111111113,0.8132044444444445,0.33602666666666664
378,Santiago Wanderers eSports,932.177910838073,163.614794235002,12.628571428571428,14.314285714285715,30.057142857142857,0.8391809523809525,0.388452380952381
379,LDM Esports,1061.0775466732534,200.55029959937255,13.125,13.071428571428571,31.607142857142858,0.7767053571428572,0.38897321428571424
380,LowLandLions,964.0909242535397,172.0536148114538,13.50632911392405,16.82278481012658,26.88607594936709,1.0055215189873417,0.44278354430379746
381,Galatasaray Esports,932.6379177970723,163.72640307515726,13.857142857142858,13.742857142857142,31.2,0.8407714285714286,0.42735999999999996
382,Echo Zulu Domme Jongens,1249.4578879835499,264.890555251027,15.125,17.625,31.25,1.134675,0.5008125
383,XT Esports,1337.6891050238826,298.07380932277556,17.0,21.75,36.875,1.281025,0.5529125
384,Galatasaray Academy,976.2882359801205,174.92210122119948,13.85,13.4125,31.0375,0.87049,0.44331375
385,Karma Clan Esports,989.8511594736817,178.81005305579916,11.477611940298507,18.82089552238806,24.940298507462686,0.965002985074627,0.34874776119402984
386,OFFSET Esports,963.645829060698,171.44699541446604,14.256756756756756,14.31081081081081,33.16216216216216,0.8828324324324324,0.4388743243243243
387,7more7 Pompa Team,1061.3956134495616,200.9351564167464,12.543859649122806,11.157894736842104,30.035087719298247,0.7332842105263159,0.3822543859649123
388,Gentlemen's Gaming,963.9152177017135,171.710501478531,11.645569620253164,16.341772151898734,27.481012658227847,0.8595708860759493,0.347326582278481
389,Komputronik H34T,1249.4578879835499,264.890555251027,15.736842105263158,14.421052631578947,36.78947368421053,0.8269,0.4368736842105263
390,optical spectrum E-sports,1190.9334120795972,243.76953537291075,11.116666666666667,14.183333333333334,25.6,0.81706,0.3506266666666667
391,Top Esports Challenger,1040.5042475325615,194.4125256880169,12.661157024793388,13.991735537190083,30.446280991735538,0.8755793388429752,0.41757438016528925
392,JingNetGame,1190.9334120795972,243.76953537291075,13.051724137931034,14.982758620689655,28.344827586206897,0.9684396551724138,0.44504310344827586
393,Barrage Academy,1085.2149368853634,208.3322810544942,15.35897435897436,15.41025641025641,35.02564102564103,0.9496282051282051,0.47994102564102564
394,London Esports,1084.965133936486,208.05648680636017,15.285714285714286,14.119047619047619,32.76190476190476,0.9321595238095238,0.49205
395,Munster Rugby Gaming Academy,1190.9334120795972,243.76953537291075,17.0,16.08695652173913,36.869565217391305,1.0071826086956521,0.5319608695652175
396,MnM Gaming Academy,1147.081205840699,228.31418486152867,14.34375,16.21875,31.9375,0.9448875,0.43799375
397,Bulldog Esports,1061.157058392922,200.68580512687984,13.113636363636363,18.227272727272727,29.931818181818183,0.9445977272727273,0.389275
398,Dark Allegiance,1147.4123572163726,228.54910554257518,19.51063829787234,20.78723404255319,35.95744680851064,1.368695744680851,0.6558446808510638
399,Godsent,1113.14365667386,217.19578635154937,12.409090909090908,13.636363636363637,27.90909090909091,0.82485,0.38196363636363634
400,Riddle Esports,904.7187757184311,155.67551197747832,14.704225352112676,13.471830985915492,33.36619718309859,0.866918309859155,0.45027323943661973
401,ENCE,1147.4503507595437,228.6417494501011,16.64,13.24,39.12,0.9535600000000001,0.543972
402,Nordavind,1084.9972443354627,208.1291796264843,12.131578947368421,13.157894736842104,27.157894736842106,0.8206631578947368,0.390121052631579
403,Munster Rugby Gaming,1145.9991864835065,227.526624077257,15.222222222222221,19.22222222222222,32.388888888888886,1.133038888888889,0.5001388888888889
404,Dusty,922.6176363814393,160.73987837142283,17.518796992481203,13.293233082706767,37.72932330827068,1.0123218045112783,0.5828300751879699
405,Tricked Esport,1022.3026191048965,189.09404336506068,14.392156862745098,14.823529411764707,32.666666666666664,0.9164000000000001,0.4558274509803921
406,Awesome Spear,1190.9334120795972,243.76953537291075,13.027027027027026,9.27027027027027,31.43243243243243,0.6678594594594595,0.39364324324324323
407,ESC Shane,1190.9334120795972,243.76953537291075,11.363636363636363,13.666666666666666,27.939393939393938,0.7686242424242424,0.3401757575757576
408,OverPower Esports,1147.548553092542,228.74566691413784,14.157894736842104,20.263157894736842,28.94736842105263,1.14655,0.46610526315789474
409,Percent Esports,1190.9334120795972,243.76953537291075,10.945945945945946,13.72972972972973,25.35135135135135,0.7843378378378378,0.3449837837837838
410,PSG Talon,833.9353341359588,138.67055699784774,14.741214057507987,9.562300319488818,35.77635782747604,0.7689022364217253,0.4760115015974441
411,One Breath Gaming,1039.9328140938057,193.99153133864783,12.803921568627452,11.0,30.176470588235293,0.7168764705882352,0.38510392156862744
412,SINNERS Esports,912.7065390427871,157.67250800259524,16.5748502994012,16.221556886227546,38.50898203592814,1.0524598802395209,0.5382820359281437
413,Gunrunners,1249.4578879835499,264.890555251027,13.142857142857142,19.285714285714285,26.928571428571427,1.1129642857142856,0.42179285714285714
414,XTGN,1337.6891050238826,298.07380932277556,19.4,18.2,41.2,1.62364,0.81206
415,Zero Tenacity,844.7707447870595,140.76565141423276,16.172566371681416,12.376106194690266,37.19469026548673,0.9245349557522123,0.5349212389380531
416,CR4ZY,1084.9972443354627,208.1291796264843,15.266666666666667,12.044444444444444,32.75555555555555,0.9172044444444445,0.5173866666666667
417,Howling eSports,1249.4578879835499,264.890555251027,10.25,18.875,20.875,0.9171,0.295975
